site,year,species,gear,length_cm
Test_FF_Site,2004,Caesio cuning,Handline,25.401
Test_FF_Site,2004,Caesio cuning,Handline,20.916
Test_FF_Site,2004,Caesio cuning,Handline,28.354
Test_FF_Site,2004,Caesio cuning,Pocong,27.29
Test_FF_Site,2004,Caesio cuning,Pocong,20.049
Test_FF_Site,2004,Caesio cuning,Pocong,34.045
Test_FF_Site,2004,Caesio cuning,Pocong,27.06
Test_FF_Site,2004,Caesio cuning,Pocong,33.343
Test_FF_Site,2004,Caesio cuning,Pocong,29.642
Test_FF_Site,2004,Caesio cuning,Pocong,28.592
Test_FF_Site,2004,Caesio cuning,Pocong,22.022
Test_FF_Site,2004,Caesio cuning,Pocong,24.699
Test_FF_Site,2004,Caesio cuning,Muroami,31.13
Test_FF_Site,2004,Caesio cuning,Muroami,31.229
Test_FF_Site,2004,Caesio cuning,Muroami,31.681
Test_FF_Site,2004,Caesio cuning,Muroami,31.346
Test_FF_Site,2004,Caesio cuning,Muroami,26.413
Test_FF_Site,2004,Caesio cuning,Muroami,28.827
Test_FF_Site,2004,Caesio cuning,Muroami,23.88
Test_FF_Site,2004,Caesio cuning,Muroami,21.112
Test_FF_Site,2004,Caesio cuning,Muroami,22.901
Test_FF_Site,2004,Caesio cuning,Muroami,20.603
Test_FF_Site,2004,Caesio cuning,Muroami,19.607
Test_FF_Site,2004,Caesio cuning,Muroami,21.688
Test_FF_Site,2004,Caesio cuning,Muroami,21.732
Test_FF_Site,2004,Caesio cuning,Muroami,22.124
Test_FF_Site,2004,Caesio cuning,Pocong,34.474
Test_FF_Site,2004,Caesio cuning,Pocong,35.849
Test_FF_Site,2004,Caesio cuning,Pocong,36.181
Test_FF_Site,2004,Caesio cuning,Pocong,35.953
Test_FF_Site,2004,Caesio cuning,Muroami,25.799
Test_FF_Site,2004,Caesio cuning,Muroami,24.574
Test_FF_Site,2004,Caesio cuning,Muroami,22.901
Test_FF_Site,2004,Caesio cuning,Muroami,26.056
Test_FF_Site,2004,Caesio cuning,Muroami,24.776
Test_FF_Site,2004,Caesio cuning,Muroami,23.754
Test_FF_Site,2004,Caesio cuning,Muroami,27.412
Test_FF_Site,2004,Caesio cuning,Muroami,30.397
Test_FF_Site,2004,Caesio cuning,Muroami,24.251
Test_FF_Site,2004,Caesio cuning,Muroami,27.262
Test_FF_Site,2004,Caesio cuning,Muroami,26.662
Test_FF_Site,2004,Caesio cuning,Muroami,26.749
Test_FF_Site,2004,Caesio cuning,Muroami,22.301
Test_FF_Site,2004,Caesio cuning,Muroami,28.865
Test_FF_Site,2004,Caesio cuning,Muroami,24.891
Test_FF_Site,2004,Caesio cuning,Muroami,27.517
Test_FF_Site,2004,Caesio cuning,Muroami,25.357
Test_FF_Site,2004,Caesio cuning,Muroami,28.196
Test_FF_Site,2004,Caesio cuning,Muroami,31.744
Test_FF_Site,2004,Caesio cuning,Muroami,24.506
Test_FF_Site,2004,Caesio cuning,Muroami,30.578
Test_FF_Site,2004,Caesio cuning,Muroami,30.845
Test_FF_Site,2004,Caesio cuning,Muroami,18.487
Test_FF_Site,2004,Caesio cuning,Muroami,23.673
Test_FF_Site,2004,Caesio cuning,Muroami,35.787
Test_FF_Site,2004,Caesio cuning,Muroami,33.634
Test_FF_Site,2004,Caesio cuning,Muroami,38.953
Test_FF_Site,2004,Caesio cuning,Muroami,29.426
Test_FF_Site,2004,Caesio cuning,Muroami,26.104
Test_FF_Site,2004,Caesio cuning,Muroami,32.234
Test_FF_Site,2004,Caesio cuning,Muroami,26.664
Test_FF_Site,2004,Caesio cuning,Muroami,26.306
Test_FF_Site,2004,Caesio cuning,Muroami,28.071
Test_FF_Site,2004,Caesio cuning,Pocong,32.38
Test_FF_Site,2004,Caesio cuning,Pocong,26.635
Test_FF_Site,2004,Caesio cuning,Pocong,33.832
Test_FF_Site,2004,Caesio cuning,Pocong,25.41
Test_FF_Site,2004,Caesio cuning,Pocong,24.371
Test_FF_Site,2004,Caesio cuning,Pocong,31.754
Test_FF_Site,2004,Caesio cuning,Pocong,31.473
Test_FF_Site,2004,Caesio cuning,Pocong,30.363
Test_FF_Site,2004,Caesio cuning,Muroami,22.952
Test_FF_Site,2004,Caesio cuning,Muroami,24.354
Test_FF_Site,2004,Caesio cuning,Muroami,29.666
Test_FF_Site,2004,Caesio cuning,Muroami,30.761
Test_FF_Site,2004,Caesio cuning,Muroami,22.955
Test_FF_Site,2004,Caesio cuning,Muroami,13.419
Test_FF_Site,2004,Caesio cuning,Pocong,26.505
Test_FF_Site,2004,Caesio cuning,Pocong,30.497
Test_FF_Site,2004,Caesio cuning,Pocong,33.103
Test_FF_Site,2004,Caesio cuning,Pocong,38.319
Test_FF_Site,2004,Caesio cuning,Pocong,19.604
Test_FF_Site,2004,Caesio cuning,Pocong,23.469
Test_FF_Site,2004,Caesio cuning,Pocong,19.569
Test_FF_Site,2004,Caesio cuning,Pocong,32.003
Test_FF_Site,2004,Caesio cuning,Muroami,40.104
Test_FF_Site,2004,Caesio cuning,Muroami,41.951
Test_FF_Site,2004,Caesio cuning,Muroami,27.238
Test_FF_Site,2004,Caesio cuning,Muroami,31.675
Test_FF_Site,2004,Caesio cuning,Muroami,40.95
Test_FF_Site,2004,Caesio cuning,Muroami,23.993
Test_FF_Site,2004,Caesio cuning,Muroami,22.19
Test_FF_Site,2004,Caesio cuning,Muroami,29.683
Test_FF_Site,2004,Caesio cuning,Muroami,22.066
Test_FF_Site,2004,Caesio cuning,Muroami,37.674
Test_FF_Site,2004,Caesio cuning,Muroami,28.524
Test_FF_Site,2004,Caesio cuning,Muroami,24.496
Test_FF_Site,2004,Caesio cuning,Muroami,24.97
Test_FF_Site,2004,Caesio cuning,Muroami,21.854
Test_FF_Site,2004,Caesio cuning,Muroami,22.104
Test_FF_Site,2004,Caesio cuning,Trap,32.313
Test_FF_Site,2004,Caesio cuning,Trap,32.234
Test_FF_Site,2004,Caesio cuning,Trap,21.525
Test_FF_Site,2004,Caesio cuning,Trap,30.747
Test_FF_Site,2004,Caesio cuning,Trap,19.572
Test_FF_Site,2004,Caesio cuning,Pocong,27.419
Test_FF_Site,2004,Caesio cuning,Pocong,26.792
Test_FF_Site,2004,Caesio cuning,Pocong,35.684
Test_FF_Site,2004,Caesio cuning,Pocong,24.785
Test_FF_Site,2004,Caesio cuning,Pocong,25.579
Test_FF_Site,2004,Caesio cuning,Pocong,22.723
Test_FF_Site,2004,Caesio cuning,Muroami,30.377
Test_FF_Site,2004,Caesio cuning,Muroami,27.043
Test_FF_Site,2004,Caesio cuning,Muroami,26.299
Test_FF_Site,2004,Caesio cuning,Muroami,28.974
Test_FF_Site,2004,Caesio cuning,Muroami,26.124
Test_FF_Site,2004,Caesio cuning,Muroami,31.787
Test_FF_Site,2004,Caesio cuning,Muroami,32.869
Test_FF_Site,2004,Caesio cuning,Muroami,29.235
Test_FF_Site,2004,Caesio cuning,Muroami,32.55
Test_FF_Site,2004,Caesio cuning,Muroami,27.521
Test_FF_Site,2004,Caesio cuning,Muroami,22.159
Test_FF_Site,2004,Caesio cuning,Muroami,22.178
Test_FF_Site,2004,Caesio cuning,Muroami,32.703
Test_FF_Site,2004,Caesio cuning,Muroami,35.551
Test_FF_Site,2004,Caesio cuning,Muroami,27.05
Test_FF_Site,2004,Caesio cuning,Muroami,33.653
Test_FF_Site,2004,Caesio cuning,Muroami,22.374
Test_FF_Site,2004,Caesio cuning,Muroami,25.452
Test_FF_Site,2004,Caesio cuning,Muroami,23.359
Test_FF_Site,2004,Caesio cuning,Muroami,36.187
Test_FF_Site,2004,Caesio cuning,Muroami,40.097
Test_FF_Site,2004,Caesio cuning,Muroami,35.809
Test_FF_Site,2004,Caesio cuning,Muroami,31.447
Test_FF_Site,2004,Caesio cuning,Muroami,33.295
Test_FF_Site,2004,Caesio cuning,Muroami,33.273
Test_FF_Site,2004,Caesio cuning,Pocong,18.142
Test_FF_Site,2004,Caesio cuning,Pocong,33.367
Test_FF_Site,2004,Caesio cuning,Pocong,32.669
Test_FF_Site,2004,Caesio cuning,Pocong,34.811
Test_FF_Site,2004,Caesio cuning,Pocong,36.008
Test_FF_Site,2004,Caesio cuning,Muroami,21.983
Test_FF_Site,2004,Caesio cuning,Muroami,25.164
Test_FF_Site,2004,Caesio cuning,Muroami,33.383
Test_FF_Site,2004,Caesio cuning,Muroami,21.078
Test_FF_Site,2004,Caesio cuning,Muroami,26.14
Test_FF_Site,2004,Caesio cuning,Muroami,20.157
Test_FF_Site,2004,Caesio cuning,Muroami,27.071
Test_FF_Site,2004,Caesio cuning,Trap,29.515
Test_FF_Site,2004,Caesio cuning,Muroami,23.665
Test_FF_Site,2004,Caesio cuning,Muroami,27.018
Test_FF_Site,2004,Caesio cuning,Muroami,26.885
Test_FF_Site,2004,Caesio cuning,Muroami,23.101
Test_FF_Site,2004,Caesio cuning,Muroami,27.16
Test_FF_Site,2004,Caesio cuning,Muroami,20.952
Test_FF_Site,2004,Caesio cuning,Muroami,23.752
Test_FF_Site,2004,Caesio cuning,Muroami,27.732
Test_FF_Site,2004,Caesio cuning,Muroami,19.791
Test_FF_Site,2004,Caesio cuning,Muroami,20.933
Test_FF_Site,2004,Caesio cuning,Muroami,15.652
Test_FF_Site,2004,Caesio cuning,Muroami,15.353
Test_FF_Site,2004,Caesio cuning,Pocong,23.694
Test_FF_Site,2004,Caesio cuning,Pocong,22.662
Test_FF_Site,2004,Caesio cuning,Pocong,26.134
Test_FF_Site,2004,Caesio cuning,Pocong,30.412
Test_FF_Site,2004,Caesio cuning,Pocong,25.684
Test_FF_Site,2004,Caesio cuning,Pocong,24.729
Test_FF_Site,2004,Caesio cuning,Pocong,29.754
Test_FF_Site,2004,Caesio cuning,Pocong,29.746
Test_FF_Site,2004,Caesio cuning,Pocong,27.472
Test_FF_Site,2004,Caesio cuning,Pocong,29.049
Test_FF_Site,2004,Caesio cuning,Pocong,26.9
Test_FF_Site,2004,Caesio cuning,Pocong,29.17
Test_FF_Site,2004,Caesio cuning,Muroami,39.559
Test_FF_Site,2004,Caesio cuning,Muroami,36.624
Test_FF_Site,2004,Caesio cuning,Muroami,35.509
Test_FF_Site,2004,Caesio cuning,Muroami,36.699
Test_FF_Site,2004,Caesio cuning,Muroami,30.672
Test_FF_Site,2004,Caesio cuning,Muroami,31.538
Test_FF_Site,2004,Caesio cuning,Pocong,36.339
Test_FF_Site,2004,Caesio cuning,Pocong,32.757
Test_FF_Site,2004,Caesio cuning,Pocong,31.649
Test_FF_Site,2004,Caesio cuning,Pocong,22.955
Test_FF_Site,2004,Caesio cuning,Pocong,20.133
Test_FF_Site,2004,Caesio cuning,Pocong,33.341
Test_FF_Site,2004,Caesio cuning,Trap,20.104
Test_FF_Site,2004,Caesio cuning,Trap,29.339
Test_FF_Site,2004,Caesio cuning,Trap,21.295
Test_FF_Site,2004,Caesio cuning,Trap,27.609
Test_FF_Site,2004,Caesio cuning,Trap,32.584
Test_FF_Site,2004,Caesio cuning,Trap,37.329
Test_FF_Site,2004,Caesio cuning,Trap,31.302
Test_FF_Site,2004,Caesio cuning,Trap,35.064
Test_FF_Site,2004,Caesio cuning,Trap,34.644
Test_FF_Site,2004,Caesio cuning,Trap,32.52
Test_FF_Site,2004,Caesio cuning,Trap,20.43
Test_FF_Site,2004,Caesio cuning,Trap,28.717
Test_FF_Site,2004,Caesio cuning,Pocong,27.3
Test_FF_Site,2004,Caesio cuning,Pocong,27.91
Test_FF_Site,2004,Caesio cuning,Pocong,32.69
Test_FF_Site,2004,Caesio cuning,Pocong,24.93
Test_FF_Site,2004,Caesio cuning,Pocong,24.554
Test_FF_Site,2004,Caesio cuning,Pocong,24.201
Test_FF_Site,2004,Caesio cuning,Muroami,26.857
Test_FF_Site,2004,Caesio cuning,Muroami,27.828
Test_FF_Site,2004,Caesio cuning,Muroami,30.447
Test_FF_Site,2004,Caesio cuning,Muroami,31.011
Test_FF_Site,2004,Caesio cuning,Muroami,22.807
Test_FF_Site,2004,Caesio cuning,Muroami,27.227
Test_FF_Site,2004,Caesio cuning,Muroami,26.475
Test_FF_Site,2004,Caesio cuning,Muroami,31.785
Test_FF_Site,2004,Caesio cuning,Trap,26.899
Test_FF_Site,2004,Caesio cuning,Trap,37.612
Test_FF_Site,2004,Caesio cuning,Trap,33.208
Test_FF_Site,2004,Caesio cuning,Trap,25.182
Test_FF_Site,2004,Caesio cuning,Trap,22.349
Test_FF_Site,2004,Caesio cuning,Trap,21.35
Test_FF_Site,2004,Caesio cuning,Muroami,23.389
Test_FF_Site,2004,Caesio cuning,Muroami,21.665
Test_FF_Site,2004,Caesio cuning,Muroami,27.899
Test_FF_Site,2004,Caesio cuning,Muroami,35.274
Test_FF_Site,2004,Caesio cuning,Muroami,30.786
Test_FF_Site,2004,Caesio cuning,Muroami,19.46
Test_FF_Site,2004,Caesio cuning,Muroami,25.484
Test_FF_Site,2004,Caesio cuning,Muroami,25.933
Test_FF_Site,2004,Caesio cuning,Muroami,23.27
Test_FF_Site,2004,Caesio cuning,Muroami,23.336
Test_FF_Site,2004,Caesio cuning,Muroami,22.381
Test_FF_Site,2004,Caesio cuning,Muroami,19.679
Test_FF_Site,2004,Caesio cuning,Muroami,23.978
Test_FF_Site,2004,Caesio cuning,Muroami,24.973
Test_FF_Site,2004,Caesio cuning,Muroami,23.782
Test_FF_Site,2004,Caesio cuning,Muroami,22.987
Test_FF_Site,2004,Caesio cuning,Muroami,37.099
Test_FF_Site,2004,Caesio cuning,Trap,23.496
Test_FF_Site,2004,Caesio cuning,Trap,20.466
Test_FF_Site,2004,Caesio cuning,Trap,18.691
Test_FF_Site,2004,Caesio cuning,Trap,23.699
Test_FF_Site,2004,Caesio cuning,Trap,22.4
Test_FF_Site,2004,Caesio cuning,Trap,21.856
Test_FF_Site,2004,Caesio cuning,Muroami,34.588
Test_FF_Site,2004,Caesio cuning,Muroami,25.381
Test_FF_Site,2004,Caesio cuning,Muroami,24.759
Test_FF_Site,2004,Caesio cuning,Muroami,27.621
Test_FF_Site,2004,Caesio cuning,Muroami,29.024
Test_FF_Site,2004,Caesio cuning,Muroami,23.628
Test_FF_Site,2004,Caesio cuning,Muroami,29.975
Test_FF_Site,2004,Caesio cuning,Muroami,33.113
Test_FF_Site,2004,Caesio cuning,Muroami,25.69
Test_FF_Site,2004,Caesio cuning,Muroami,25.763
Test_FF_Site,2004,Caesio cuning,Muroami,25.883
Test_FF_Site,2004,Caesio cuning,Muroami,26.658
Test_FF_Site,2004,Caesio cuning,Pocong,28.923
Test_FF_Site,2004,Caesio cuning,Pocong,27.14
Test_FF_Site,2004,Caesio cuning,Pocong,26.556
Test_FF_Site,2004,Caesio cuning,Pocong,26.636
Test_FF_Site,2004,Caesio cuning,Pocong,28.219
Test_FF_Site,2004,Caesio cuning,Pocong,25.188
Test_FF_Site,2004,Caesio cuning,Muroami,25.082
Test_FF_Site,2004,Caesio cuning,Muroami,26.135
Test_FF_Site,2004,Caesio cuning,Muroami,25.316
Test_FF_Site,2004,Caesio cuning,Muroami,32.826
Test_FF_Site,2004,Caesio cuning,Muroami,34.77
Test_FF_Site,2004,Caesio cuning,Trap,35.983
Test_FF_Site,2004,Caesio cuning,Trap,31.041
Test_FF_Site,2004,Caesio cuning,Trap,26.381
Test_FF_Site,2004,Caesio cuning,Trap,35.01
Test_FF_Site,2004,Caesio cuning,Trap,25.03
Test_FF_Site,2004,Caesio cuning,Trap,36.778
Test_FF_Site,2004,Caesio cuning,Trap,34.582
Test_FF_Site,2004,Caesio cuning,Trap,30.723
Test_FF_Site,2004,Caesio cuning,Muroami,37.89
Test_FF_Site,2004,Caesio cuning,Muroami,25.945
Test_FF_Site,2004,Caesio cuning,Muroami,42.531
Test_FF_Site,2004,Caesio cuning,Muroami,34.177
Test_FF_Site,2004,Caesio cuning,Muroami,26.988
Test_FF_Site,2004,Caesio cuning,Muroami,23.218
Test_FF_Site,2004,Caesio cuning,Muroami,25.01
Test_FF_Site,2004,Caesio cuning,Muroami,27.891
Test_FF_Site,2004,Caesio cuning,Muroami,36.382
Test_FF_Site,2004,Caesio cuning,Muroami,30.685
Test_FF_Site,2004,Caesio cuning,Muroami,28.029
Test_FF_Site,2004,Caesio cuning,Muroami,26.893
Test_FF_Site,2004,Caesio cuning,Muroami,25.599
Test_FF_Site,2004,Caesio cuning,Trap,23.783
Test_FF_Site,2004,Caesio cuning,Trap,20.397
Test_FF_Site,2004,Caesio cuning,Trap,25.704
Test_FF_Site,2004,Caesio cuning,Trap,29.848
Test_FF_Site,2004,Caesio cuning,Trap,26.666
Test_FF_Site,2004,Caesio cuning,Muroami,31.857
Test_FF_Site,2004,Caesio cuning,Muroami,35.427
Test_FF_Site,2004,Caesio cuning,Muroami,34.686
Test_FF_Site,2004,Caesio cuning,Muroami,36.202
Test_FF_Site,2004,Caesio cuning,Muroami,30.008
Test_FF_Site,2004,Caesio cuning,Muroami,24.031
Test_FF_Site,2004,Caesio cuning,Muroami,26.506
Test_FF_Site,2004,Caesio cuning,Pocong,36.874
Test_FF_Site,2004,Caesio cuning,Pocong,34.108
Test_FF_Site,2004,Caesio cuning,Pocong,34.795
Test_FF_Site,2004,Caesio cuning,Pocong,25.792
Test_FF_Site,2004,Caesio cuning,Pocong,22.485
Test_FF_Site,2004,Caesio cuning,Pocong,32.295
Test_FF_Site,2004,Caesio cuning,Pocong,26.332
Test_FF_Site,2004,Caesio cuning,Pocong,23.085
Test_FF_Site,2004,Caesio cuning,Pocong,24.042
Test_FF_Site,2004,Caesio cuning,Pocong,23.016
Test_FF_Site,2004,Caesio cuning,Pocong,19.769
Test_FF_Site,2004,Caesio cuning,Pocong,28.473
Test_FF_Site,2004,Caesio cuning,Muroami,31.58
Test_FF_Site,2004,Caesio cuning,Muroami,28.179
Test_FF_Site,2004,Caesio cuning,Muroami,29.466
Test_FF_Site,2004,Caesio cuning,Muroami,27.895
Test_FF_Site,2004,Caesio cuning,Muroami,26.28
Test_FF_Site,2004,Caesio cuning,Muroami,27.18
Test_FF_Site,2004,Caesio cuning,Muroami,33.281
Test_FF_Site,2004,Caesio cuning,Muroami,19.234
Test_FF_Site,2004,Caesio cuning,Muroami,28.777
Test_FF_Site,2004,Caesio cuning,Muroami,32.902
Test_FF_Site,2004,Caesio cuning,Muroami,31.868
Test_FF_Site,2004,Caesio cuning,Muroami,26.223
Test_FF_Site,2004,Caesio cuning,Muroami,27.62
Test_FF_Site,2004,Caesio cuning,Muroami,27.38
Test_FF_Site,2004,Caesio cuning,Trap,18.345
Test_FF_Site,2004,Caesio cuning,Trap,16.353
Test_FF_Site,2004,Caesio cuning,Muroami,22.366
Test_FF_Site,2004,Caesio cuning,Muroami,23.512
Test_FF_Site,2004,Caesio cuning,Muroami,21.373
Test_FF_Site,2004,Caesio cuning,Muroami,21.375
Test_FF_Site,2004,Caesio cuning,Pocong,33.257
Test_FF_Site,2004,Caesio cuning,Pocong,30.65
Test_FF_Site,2004,Caesio cuning,Pocong,31.822
Test_FF_Site,2004,Caesio cuning,Trap,26.94
Test_FF_Site,2004,Caesio cuning,Muroami,32.338
Test_FF_Site,2004,Caesio cuning,Muroami,30.228
Test_FF_Site,2004,Caesio cuning,Muroami,29.622
Test_FF_Site,2004,Caesio cuning,Muroami,29.568
Test_FF_Site,2004,Caesio cuning,Trap,30.997
Test_FF_Site,2004,Caesio cuning,Trap,35.477
Test_FF_Site,2004,Caesio cuning,Trap,18.146
Test_FF_Site,2004,Caesio cuning,Trap,19.191
Test_FF_Site,2004,Caesio cuning,Muroami,26.591
Test_FF_Site,2004,Caesio cuning,Muroami,26.995
Test_FF_Site,2004,Caesio cuning,Muroami,25.067
Test_FF_Site,2004,Caesio cuning,Muroami,29.175
Test_FF_Site,2004,Caesio cuning,Muroami,30.575
Test_FF_Site,2004,Caesio cuning,Muroami,31.812
Test_FF_Site,2004,Caesio cuning,Muroami,22.152
Test_FF_Site,2004,Caesio cuning,Muroami,22.948
Test_FF_Site,2004,Caesio cuning,Muroami,21.018
Test_FF_Site,2004,Caesio cuning,Muroami,20.067
Test_FF_Site,2004,Caesio cuning,Muroami,30.09
Test_FF_Site,2004,Caesio cuning,Muroami,28.35
Test_FF_Site,2004,Caesio cuning,Muroami,31.127
Test_FF_Site,2004,Caesio cuning,Muroami,27.5
Test_FF_Site,2004,Caesio cuning,Muroami,30.919
Test_FF_Site,2004,Caesio cuning,Muroami,26.538
Test_FF_Site,2004,Caesio cuning,Muroami,21.494
Test_FF_Site,2004,Caesio cuning,Muroami,23.897
Test_FF_Site,2004,Caesio cuning,Muroami,22.037
Test_FF_Site,2004,Caesio cuning,Muroami,26.941
Test_FF_Site,2004,Caesio cuning,Muroami,20.471
Test_FF_Site,2004,Caesio cuning,Muroami,28.664
Test_FF_Site,2004,Caesio cuning,Pocong,24.034
Test_FF_Site,2004,Caesio cuning,Pocong,21.375
Test_FF_Site,2004,Caesio cuning,Pocong,20.741
Test_FF_Site,2004,Caesio cuning,Pocong,21.66
Test_FF_Site,2004,Caesio cuning,Pocong,21.53
Test_FF_Site,2004,Caesio cuning,Pocong,20.585
Test_FF_Site,2004,Caesio cuning,Pocong,22.354
Test_FF_Site,2004,Caesio cuning,Pocong,19.286
Test_FF_Site,2004,Caesio cuning,Trap,20.884
Test_FF_Site,2004,Caesio cuning,Trap,22.838
Test_FF_Site,2004,Caesio cuning,Trap,22.359
Test_FF_Site,2004,Caesio cuning,Trap,20.304
Test_FF_Site,2004,Caesio cuning,Trap,22.636
Test_FF_Site,2004,Caesio cuning,Trap,32.372
Test_FF_Site,2004,Caesio cuning,Trap,36.589
Test_FF_Site,2004,Caesio cuning,Trap,41.754
Test_FF_Site,2005,Caesio cuning,Handline,29.691
Test_FF_Site,2005,Caesio cuning,Trap,22.591
Test_FF_Site,2005,Caesio cuning,Trap,23.606
Test_FF_Site,2005,Caesio cuning,Trap,18.621
Test_FF_Site,2005,Caesio cuning,Trap,19.203
Test_FF_Site,2005,Caesio cuning,Handline,18.544
Test_FF_Site,2005,Caesio cuning,Handline,17.528
Test_FF_Site,2005,Caesio cuning,Handline,17.09
Test_FF_Site,2005,Caesio cuning,Handline,14.701
Test_FF_Site,2005,Caesio cuning,Handline,16.74
Test_FF_Site,2005,Caesio cuning,Handline,14.706
Test_FF_Site,2005,Caesio cuning,Handline,16.223
Test_FF_Site,2005,Caesio cuning,Handline,37.834
Test_FF_Site,2005,Caesio cuning,Trap,34.366
Test_FF_Site,2005,Caesio cuning,Pocong,28.876
Test_FF_Site,2005,Caesio cuning,Pocong,26.67
Test_FF_Site,2005,Caesio cuning,Pocong,28.981
Test_FF_Site,2005,Caesio cuning,Pocong,27.023
Test_FF_Site,2005,Caesio cuning,Pocong,27.776
Test_FF_Site,2005,Caesio cuning,Pocong,28.62
Test_FF_Site,2005,Caesio cuning,Pocong,25.841
Test_FF_Site,2005,Caesio cuning,Pocong,31.637
Test_FF_Site,2005,Caesio cuning,Pocong,17.62
Test_FF_Site,2005,Caesio cuning,Pocong,21.45
Test_FF_Site,2005,Caesio cuning,Pocong,19.664
Test_FF_Site,2005,Caesio cuning,Pocong,20.534
Test_FF_Site,2005,Caesio cuning,Pocong,18.48
Test_FF_Site,2005,Caesio cuning,Pocong,17.029
Test_FF_Site,2005,Caesio cuning,Pocong,18.616
Test_FF_Site,2005,Caesio cuning,Pocong,22.035
Test_FF_Site,2005,Caesio cuning,Pocong,17.692
Test_FF_Site,2005,Caesio cuning,Pocong,20.856
Test_FF_Site,2005,Caesio cuning,Pocong,21.221
Test_FF_Site,2005,Caesio cuning,Pocong,20.115
Test_FF_Site,2005,Caesio cuning,Handline,16.055
Test_FF_Site,2005,Caesio cuning,Handline,16.784
Test_FF_Site,2005,Caesio cuning,Handline,21.709
Test_FF_Site,2005,Caesio cuning,Handline,17.566
Test_FF_Site,2005,Caesio cuning,Handline,15.144
Test_FF_Site,2005,Caesio cuning,Handline,18.863
Test_FF_Site,2005,Caesio cuning,Pocong,27.286
Test_FF_Site,2005,Caesio cuning,Pocong,25.75
Test_FF_Site,2005,Caesio cuning,Pocong,22.512
Test_FF_Site,2005,Caesio cuning,Pocong,22.772
Test_FF_Site,2005,Caesio cuning,Pocong,25.974
Test_FF_Site,2005,Caesio cuning,Pocong,28.551
Test_FF_Site,2005,Caesio cuning,Pocong,27.981
Test_FF_Site,2005,Caesio cuning,Pocong,23.598
Test_FF_Site,2005,Caesio cuning,Handline,15.69
Test_FF_Site,2005,Caesio cuning,Handline,16.376
Test_FF_Site,2005,Caesio cuning,Handline,19.282
Test_FF_Site,2005,Caesio cuning,Handline,14.994
Test_FF_Site,2005,Caesio cuning,Handline,20.499
Test_FF_Site,2005,Caesio cuning,Handline,15.378
Test_FF_Site,2005,Caesio cuning,Handline,20.89
Test_FF_Site,2005,Caesio cuning,Trap,27.799
Test_FF_Site,2005,Caesio cuning,Pocong,31.822
Test_FF_Site,2005,Caesio cuning,Pocong,27.994
Test_FF_Site,2005,Caesio cuning,Pocong,27.717
Test_FF_Site,2005,Caesio cuning,Pocong,24.185
Test_FF_Site,2005,Caesio cuning,Pocong,34.648
Test_FF_Site,2005,Caesio cuning,Pocong,26.072
Test_FF_Site,2005,Caesio cuning,Pocong,31.121
Test_FF_Site,2005,Caesio cuning,Pocong,24.853
Test_FF_Site,2005,Caesio cuning,Pocong,25.489
Test_FF_Site,2005,Caesio cuning,Pocong,25.796
Test_FF_Site,2005,Caesio cuning,Pocong,25.399
Test_FF_Site,2005,Caesio cuning,Pocong,25.552
Test_FF_Site,2005,Caesio cuning,Gillnet,30.513
Test_FF_Site,2005,Caesio cuning,Gillnet,32.138
Test_FF_Site,2005,Caesio cuning,Gillnet,28.617
Test_FF_Site,2005,Caesio cuning,Gillnet,22.755
Test_FF_Site,2005,Caesio cuning,Gillnet,19.992
Test_FF_Site,2005,Caesio cuning,Gillnet,32.694
Test_FF_Site,2005,Caesio cuning,Gillnet,21.582
Test_FF_Site,2005,Caesio cuning,Gillnet,15.307
Test_FF_Site,2005,Caesio cuning,Trap,32.24
Test_FF_Site,2005,Caesio cuning,Trap,19.582
Test_FF_Site,2005,Caesio cuning,Trap,18.656
Test_FF_Site,2005,Caesio cuning,Trap,17.312
Test_FF_Site,2005,Caesio cuning,Trap,18.947
Test_FF_Site,2005,Caesio cuning,Handline,25.601
Test_FF_Site,2005,Caesio cuning,Handline,25.523
Test_FF_Site,2005,Caesio cuning,Handline,20.634
Test_FF_Site,2005,Caesio cuning,Pocong,23.09
Test_FF_Site,2005,Caesio cuning,Pocong,24.232
Test_FF_Site,2005,Caesio cuning,Pocong,23.884
Test_FF_Site,2005,Caesio cuning,Pocong,26.179
Test_FF_Site,2005,Caesio cuning,Pocong,25.854
Test_FF_Site,2005,Caesio cuning,Pocong,29.925
Test_FF_Site,2005,Caesio cuning,Pocong,30.82
Test_FF_Site,2005,Caesio cuning,Trap,37.104
Test_FF_Site,2005,Caesio cuning,Trap,30.47
Test_FF_Site,2005,Caesio cuning,Trap,31.845
Test_FF_Site,2005,Caesio cuning,Trap,41.917
Test_FF_Site,2005,Caesio cuning,Trap,35.054
Test_FF_Site,2005,Caesio cuning,Trap,42.003
Test_FF_Site,2005,Caesio cuning,Trap,40.974
Test_FF_Site,2005,Caesio cuning,Trap,33.628
Test_FF_Site,2005,Caesio cuning,Trap,33.498
Test_FF_Site,2005,Caesio cuning,Trap,36.108
Test_FF_Site,2005,Caesio cuning,Trap,37.818
Test_FF_Site,2005,Caesio cuning,Trap,35.983
Test_FF_Site,2005,Caesio cuning,Trap,27.744
Test_FF_Site,2005,Caesio cuning,Pocong,27.142
Test_FF_Site,2005,Caesio cuning,Pocong,24.894
Test_FF_Site,2005,Caesio cuning,Pocong,28.07
